"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id","peak_offpeak"
"12","E1798FF8","GO301_24_2957","Atlantic Terminal","2957","1","76789C63W","0"
"12","E1798FF8","GO301_24_2958","Jamaica","2958","0","76789C63","1"
"12","E1798FF8","GO301_24_2959","Atlantic Terminal","2959","1","76789C63W","0"
"12","E1798FF8","GO301_24_2960","Jamaica","2960","0","76789C63","1"
"12","E1798FF8","GO301_24_2961","Atlantic Terminal","2961","1","76789C63W","0"
"12","E1798FF8","GO301_24_2962","Jamaica","2962","0","76789C63","1"
"12","E1798FF8","GO301_24_2963","Atlantic Terminal","2963","1","76789C63W","0"
"12","E1798FF8","GO301_24_2964","Jamaica","2964","0","76789C63","1"
"12","E1798FF8","GO301_24_2965","Atlantic Terminal","2965","1","76789C63W","0"
"12","E1798FF8","GO301_24_2968","Jamaica","2968","0","76789C63","0"
"12","E1798FF8","GO301_24_2969","Atlantic Terminal","2969","1","76789C63W","0"
